IncidentID,OrderID,CustomerID,IncidentDate,IncidentType,Priority,Status,ResolutionDate,Channel
598,MX-2012-138597,CS-118453,2012-06-16,Delayed shipment,Medium,In Progress,,Phone
599,IN-2014-43396,DR-129401,2014-08-01,Delayed shipment,Low,Open,,Chat
600,US-2011-169957,BS-117553,2011-06-29,Delayed shipment,Low,In Progress,,Email
601,IN-2011-49563,CA-122651,2011-09-08,Delayed shipment,Medium,Resolved,2011-09-15,Web
602,UP-2012-9070,KA-65252,2012-08-11,Delayed shipment,Critical,Closed,2012-08-26,Email
603,CA-2011-149643,RH-195104,2011-11-22,Delayed shipment,Low,Closed,2011-11-27,Email
604,ID-2012-80181,MO-175001,2012-03-21,Delayed shipment,Medium,Resolved,2012-03-23,Email
605,ES-2013-1934375,TS-212052,2013-03-01,Delayed shipment,High,Open,,Chat
606,IN-2012-40449,MG-178901,2012-06-26,Wrong item,Low,In Progress,,Chat
607,IZ-2012-9240,FC-43352,2012-02-20,Delayed shipment,Medium,In Progress,,Chat
608,CA-2014-163188,EC-140504,2014-11-13,Damaged product,Medium,In Progress,,Chat
609,CA-2011-130673,MC-175904,2011-05-30,Wrong item,Medium,Resolved,2011-06-06,Email
610,MO-2012-2550,AB-601,2012-05-25,Billing issue,Low,Resolved,2012-06-02,Email
611,CA-2013-126270,AF-108704,2013-05-08,Delayed shipment,Medium,Resolved,2013-05-15,Web
612,CA-2012-110247,RH-195554,2012-12-11,Return request,High,Resolved,2012-12-18,Phone
613,MX-2014-161949,AC-104503,2014-06-23,Billing issue,Medium,Closed,2014-07-07,Phone
614,MX-2014-121986,BF-110803,2014-08-03,Delayed shipment,Low,Resolved,2014-08-21,Email
615,ES-2012-4844965,AR-103452,2012-11-25,Return request,High,In Progress,,Phone
616,SF-2014-8830,JF-54151,2014-12-04,Customer complaint,Low,Closed,2014-12-10,Phone
617,US-2013-146801,AG-102703,2013-11-26,Delayed shipment,Medium,Closed,2013-11-30,Email
618,ID-2013-27429,DW-131951,2013-09-23,Delayed shipment,Low,In Progress,,Phone
619,CA-2011-166471,MG-176504,2011-08-12,Return request,Critical,Resolved,2011-08-22,Phone
620,MX-2014-143322,SD-204853,2014-09-03,Return request,Medium,Resolved,2014-09-21,Phone
621,ES-2014-2151781,KH-166302,2014-10-25,Delayed shipment,Low,Closed,2014-11-06,Email
622,MX-2014-130666,PB-191503,2014-11-14,Delayed shipment,Low,Closed,2014-11-30,Web
623,CA-2012-143364,TG-213104,2012-07-21,Damaged product,Low,Open,,Email
624,MX-2012-113285,JG-153103,2012-09-30,Wrong item,High,Resolved,2012-10-07,Email
625,UP-2011-3730,RD-99002,2011-03-03,Billing issue,Critical,Resolved,2011-03-09,Web
626,US-2014-109995,HH-150103,2014-10-01,Damaged product,Medium,Resolved,2014-10-06,Phone
627,CA-2011-154641,KL-166454,2011-08-20,Wrong item,Medium,In Progress,,Email
628,MX-2014-140207,CM-121153,2014-03-17,Return request,Medium,Closed,2014-03-20,Web
629,CG-2011-5540,DW-34801,2011-10-06,Delayed shipment,High,Resolved,2011-10-18,Phone
630,ES-2013-2235900,SV-209352,2013-08-30,Delayed shipment,Medium,Closed,2013-09-14,Web
631,ES-2012-3869925,HG-149652,2012-09-07,Return request,Medium,Closed,2012-09-17,Web
632,CA-2012-111612,EB-141104,2012-12-07,Return request,Medium,Resolved,2012-12-26,Phone
633,IN-2011-15165,MG-176801,2011-10-29,Wrong item,Medium,Resolved,2011-11-14,Phone
634,NI-2013-6690,PR-88801,2013-12-16,Wrong item,Low,Resolved,2013-12-27,Email
635,ES-2012-5993404,BE-113352,2012-12-26,Delayed shipment,Medium,In Progress,,Email
636,TU-2011-6260,JL-51303,2011-09-09,Damaged product,Medium,Resolved,2011-09-17,Phone
637,CA-2013-113803,VG-218054,2013-04-07,Wrong item,High,In Progress,,Phone
638,MX-2011-161550,SS-208753,2011-08-07,Delayed shipment,Low,Resolved,2011-08-10,Phone
639,ES-2014-2226967,CL-125652,2015-01-01,Delayed shipment,Medium,In Progress,,Email
640,CA-2011-150798,JK-157304,2011-12-14,Damaged product,Medium,Open,,Email
641,ID-2014-85032,VG-217901,2014-08-10,Delayed shipment,Medium,In Progress,,Phone
642,US-2012-148810,EM-138253,2012-11-12,Damaged product,Low,Open,,Email
643,IN-2013-19316,AC-104201,2013-09-06,Delayed shipment,Medium,Resolved,2013-09-13,Web
644,CA-2013-4660,MK-79052,2013-12-22,Damaged product,Medium,Resolved,2013-12-29,Email
645,CA-2011-139598,MG-176954,2012-01-01,Delayed shipment,Medium,Resolved,2012-01-15,Phone
646,CA-2014-159156,KB-166004,2014-11-16,Return request,Medium,In Progress,,Chat
647,US-2014-143812,JL-151303,2014-06-10,Billing issue,Medium,Open,,Email
648,MX-2013-101028,TH-211153,2013-07-02,Billing issue,High,Open,,Phone
649,CA-2011-126760,KM-167204,2011-08-04,Return request,Low,In Progress,,Email
650,NI-2013-9990,CG-20401,2013-08-17,Wrong item,High,Closed,2013-08-19,Phone
651,CA-2011-169852,SF-209654,2011-10-22,Delayed shipment,Medium,In Progress,,Phone
652,IN-2011-75890,JE-154751,2011-02-28,Wrong item,Low,Resolved,2011-03-10,Phone
653,ES-2012-4662036,GH-144252,2012-08-09,Billing issue,Low,Open,,Phone
654,CA-2013-128923,GB-145304,2013-12-15,Return request,Low,In Progress,,Chat
655,ES-2011-1782465,AH-104652,2011-12-21,Damaged product,High,Resolved,2012-01-09,Email
656,TU-2014-4770,ED-38853,2014-10-19,Delayed shipment,Medium,Resolved,2014-10-28,Email
657,US-2012-122252,JF-154153,2012-02-03,Delayed shipment,High,In Progress,,Chat
658,IN-2014-63710,AB-100151,2014-09-15,Damaged product,Medium,Open,,Phone
659,ID-2013-19834,LD-170051,2013-05-15,Billing issue,Medium,Resolved,2013-05-31,Chat
660,IN-2014-61344,BT-113951,2014-10-12,Billing issue,Low,In Progress,,Phone
661,IT-2014-5936992,MP-179652,2014-04-22,Damaged product,Low,In Progress,,Web
662,IT-2014-3178156,LW-171252,2014-11-08,Customer complaint,Medium,Closed,2014-11-27,Phone
663,GH-2012-2720,DC-32851,2012-12-30,Billing issue,Low,Resolved,2013-01-17,Web
664,EG-2014-2620,EM-38101,2014-06-30,Delayed shipment,Low,Resolved,2014-07-09,Chat
665,SF-2013-820,LB-67951,2013-12-08,Delayed shipment,Medium,Resolved,2013-12-24,Phone
666,US-2014-139500,JL-158503,2014-11-22,Delayed shipment,Medium,Resolved,2014-12-05,Email
667,US-2012-162684,NK-184903,2012-03-30,Delayed shipment,Critical,Resolved,2012-04-09,Email
668,IN-2013-60378,MH-174551,2013-09-22,Delayed shipment,High,Resolved,2013-10-06,Email
669,US-2012-149328,TS-216103,2012-08-10,Delayed shipment,Medium,Resolved,2012-08-22,Email
670,IN-2014-59069,TT-212201,2014-09-29,Delayed shipment,Medium,In Progress,,Email
671,ES-2013-1610512,FW-143952,2013-02-09,Delayed shipment,Medium,Resolved,2013-02-28,Phone
672,IN-2014-81847,MS-179801,2014-01-22,Return request,High,Resolved,2014-01-29,Phone
673,ES-2014-4039189,SM-203202,2014-11-09,Delayed shipment,Low,Closed,2014-11-24,Phone
674,US-2011-138842,PB-191503,2012-01-05,Wrong item,Medium,Resolved,2012-01-21,Phone
675,CG-2013-3910,KB-63151,2013-12-06,Damaged product,High,Resolved,2013-12-14,Email
676,IZ-2012-1330,BS-13802,2012-07-16,Customer complaint,Medium,Open,,Email
677,MX-2011-140900,DA-134503,2011-10-24,Delayed shipment,Medium,Resolved,2011-11-03,Email
678,ID-2013-28479,DW-134801,2013-03-29,Damaged product,Medium,Open,,Phone
679,CA-2014-105074,MB-173054,2014-06-27,Customer complaint,Low,In Progress,,Email
680,CA-2012-165414,LS-172454,2013-01-02,Return request,Medium,Open,,Email
681,CA-2014-157350,DP-130004,2014-08-29,Return request,Low,Resolved,2014-09-02,Phone
682,ES-2014-4319234,TH-211002,2014-11-21,Delayed shipment,Low,In Progress,,Web
683,SU-2014-3390,JM-52501,2014-01-15,Delayed shipment,Low,Resolved,2014-02-03,Email
684,US-2012-164175,PS-189704,2012-05-09,Billing issue,High,Closed,2012-05-28,Phone
685,IN-2013-25000,SP-209201,2013-12-15,Customer complaint,Low,In Progress,,Web
686,CA-2011-116666,KT-164804,2011-05-13,Billing issue,Medium,Resolved,2011-05-28,Web
687,RO-2013-2140,GT-46352,2013-07-09,Billing issue,Low,Resolved,2013-07-23,Chat
688,MX-2014-133802,CK-123253,2014-06-02,Delayed shipment,High,Open,,Email
689,IN-2013-48807,KN-163901,2013-12-10,Return request,Low,Resolved,2013-12-11,Email
690,MX-2013-108616,DF-131353,2013-11-18,Delayed shipment,Medium,Open,,Chat
691,IN-2014-22718,JJ-157601,2014-11-09,Damaged product,High,Resolved,2014-11-25,Phone
692,IN-2012-11210,JM-152651,2012-04-29,Damaged product,High,Resolved,2012-05-09,Phone
693,ID-2012-53560,JE-157151,2012-05-16,Wrong item,Low,Resolved,2012-06-04,Web
694,IN-2013-47729,EJ-141551,2013-10-17,Delayed shipment,High,Resolved,2013-10-20,Web
695,CG-2012-8780,MS-73651,2012-12-03,Delayed shipment,Medium,In Progress,,Chat
696,TS-2013-5690,CM-26551,2013-03-19,Billing issue,Medium,Open,,Chat
697,SF-2013-3300,HD-47851,2013-07-22,Delayed shipment,Low,Resolved,2013-07-27,Web
698,IR-2013-9110,JE-61652,2013-09-11,Billing issue,Low,Resolved,2013-09-20,Email
699,US-2013-112788,SC-205753,2013-11-23,Delayed shipment,Medium,Closed,2013-12-11,Chat
700,IT-2014-4533109,AP-109152,2014-09-01,Wrong item,Medium,Closed,2014-09-12,Email
701,ES-2012-2654005,MG-178752,2012-05-29,Wrong item,Medium,Closed,2012-06-14,Email
702,MX-2014-126711,SJ-202153,2014-07-04,Delayed shipment,Medium,Resolved,2014-07-06,Chat
703,CA-2012-155306,GA-145154,2012-04-22,Damaged product,High,In Progress,,Email
704,CA-2012-152527,CM-121904,2012-10-28,Delayed shipment,Low,Resolved,2012-11-09,Email
705,IT-2012-2052939,RM-196752,2012-11-09,Delayed shipment,Medium,Resolved,2012-11-15,Email
706,MX-2013-121090,JL-151303,2013-03-03,Customer complaint,Low,In Progress,,Chat
707,CA-2013-117625,GM-145004,2013-05-18,Damaged product,High,Closed,2013-05-29,Phone
708,IT-2014-4778257,HM-148602,2014-09-24,Return request,Medium,Closed,2014-10-02,Web
709,ES-2011-1886093,MH-177852,2011-08-14,Delayed shipment,Critical,Resolved,2011-08-26,Email
710,TU-2014-220,RM-96753,2014-08-17,Billing issue,Low,Open,,Web
711,MX-2014-129686,DL-128653,2014-04-06,Return request,Low,Resolved,2014-04-08,Web
712,MX-2011-107706,MP-174703,2011-12-16,Billing issue,Low,Closed,2011-12-25,Email
713,ES-2012-5913584,DB-134052,2012-12-08,Wrong item,Low,Closed,2012-12-23,Phone
714,ES-2011-5506008,MH-174552,2011-11-17,Damaged product,Low,In Progress,,Email
715,IR-2012-5410,PF-91652,2012-11-23,Damaged product,High,Open,,Chat
716,CA-2013-126613,AA-103754,2013-07-24,Customer complaint,Low,Closed,2013-07-26,Phone
717,CA-2014-154039,JK-161204,2014-02-28,Return request,Low,Resolved,2014-03-01,Chat
718,MX-2014-138436,EH-137653,2014-06-17,Customer complaint,High,Resolved,2014-06-27,Email
719,MX-2014-156321,JD-160603,2014-09-17,Delayed shipment,Medium,Closed,2014-09-19,Web
720,ID-2012-38503,EM-139601,2012-03-19,Return request,High,Open,,Web
721,BU-2013-3730,CM-26552,2013-04-16,Customer complaint,Low,Resolved,2013-04-28,Web
722,CA-2013-140438,PW-190304,2013-12-28,Delayed shipment,Medium,Open,,Chat
723,TU-2013-2810,AS-1352,2013-01-18,Delayed shipment,Low,Resolved,2013-01-26,Email
724,CG-2014-2750,CM-18301,2014-08-18,Return request,Low,Closed,2014-08-23,Email
725,CA-2014-131233,CS-123554,2014-04-19,Billing issue,High,Resolved,2014-04-20,Web
726,CA-2011-157609,KN-167054,2011-03-27,Return request,Low,Closed,2011-04-11,Web
727,IR-2014-3320,SR-107402,2014-09-20,Delayed shipment,Medium,Resolved,2014-09-26,Phone
728,CA-2011-133851,CM-124454,2011-06-15,Return request,Medium,In Progress,,Email
729,IN-2012-67805,TZ-214451,2012-06-15,Delayed shipment,Low,In Progress,,Phone
730,RS-2014-6150,AR-8252,2014-10-29,Delayed shipment,High,Resolved,2014-11-10,Email
731,CA-2014-164917,MK-179054,2014-12-14,Delayed shipment,Low,Resolved,2014-12-22,Phone
732,IN-2014-30110,LA-167801,2014-08-27,Return request,Medium,Open,,Phone
733,ES-2013-1220787,MC-181002,2013-05-04,Billing issue,Critical,Resolved,2013-05-17,Web
734,ES-2013-5670479,TC-212952,2014-01-07,Wrong item,Medium,Resolved,2014-01-26,Email
735,IR-2013-6140,JP-54603,2013-10-22,Damaged product,High,Resolved,2013-10-23,Phone
736,ID-2014-38027,MH-181151,2014-04-04,Return request,Low,Resolved,2014-04-15,Email
737,AG-2013-8990,RB-96451,2013-09-14,Damaged product,Medium,Resolved,2013-09-15,Email
738,ES-2012-1667548,SC-206952,2012-01-29,Return request,Low,Open,,Web
739,TZ-2013-4740,JP-55201,2013-05-31,Damaged product,Medium,In Progress,,Chat
740,ID-2013-19960,LT-167651,2013-03-19,Damaged product,Critical,Resolved,2013-03-27,Email
741,MX-2014-118451,JG-158053,2014-12-28,Wrong item,Low,Resolved,2015-01-02,Web
742,MX-2011-131933,TG-216403,2011-12-18,Damaged product,Medium,Open,,Chat
743,CA-2014-113558,PH-187904,2014-10-23,Return request,Low,Closed,2014-11-09,Web
744,MX-2014-143728,RW-195403,2014-11-21,Wrong item,Medium,Resolved,2014-11-29,Email
745,KE-2013-8340,DJ-36301,2013-10-06,Delayed shipment,Medium,Resolved,2013-10-16,Chat
746,CA-2014-110,JS-59402,2014-12-20,Return request,Critical,Open,,Email
747,MX-2012-119130,RD-199303,2012-06-19,Damaged product,Medium,Resolved,2012-06-21,Email
748,CA-2011-115133,DA-134504,2011-09-27,Wrong item,Low,Resolved,2011-10-06,Email
749,CM-2013-5120,CV-22951,2013-07-12,Customer complaint,Low,Resolved,2013-07-15,Phone
750,US-2014-103128,SG-208903,2014-09-26,Billing issue,Low,Resolved,2014-10-14,Email
751,NI-2013-5540,PC-90001,2013-06-13,Delayed shipment,Low,Closed,2013-06-20,Email
752,ES-2013-2527425,FH-143502,2013-09-24,Customer complaint,Low,Resolved,2013-10-09,Email
753,CA-2013-155446,TN-210404,2013-12-20,Billing issue,High,Open,,Web
754,IN-2014-60840,CD-119201,2014-11-07,Damaged product,Medium,Resolved,2014-11-25,Chat
755,IT-2011-2725191,RP-198552,2011-12-01,Delayed shipment,Medium,Resolved,2011-12-04,Email
756,IN-2012-66580,JH-161801,2012-05-26,Return request,Low,Resolved,2012-06-09,Chat
757,MX-2013-127999,LT-167653,2013-11-25,Billing issue,High,In Progress,,Chat
758,CA-2011-128237,CA-122654,2011-04-06,Wrong item,Medium,In Progress,,Web
759,MX-2014-113922,CS-121303,2014-10-21,Return request,Low,Closed,2014-10-23,Email
760,ES-2013-2700361,AG-109002,2013-11-15,Return request,Medium,Resolved,2013-11-29,Web
761,MX-2013-134593,TT-210703,2013-11-06,Delayed shipment,Medium,Closed,2013-11-17,Chat
762,CA-2014-160325,BP-110954,2014-10-04,Damaged product,Low,Resolved,2014-10-20,Web
763,MO-2014-6730,EM-42001,2014-08-04,Delayed shipment,Medium,Resolved,2014-08-12,Email
764,CA-2011-158540,VG-217904,2011-11-26,Return request,Medium,Resolved,2011-12-03,Phone
765,AG-2014-2760,CL-25651,2014-06-21,Delayed shipment,Low,Closed,2014-07-02,Phone
766,MX-2013-138674,JA-159703,2013-06-17,Billing issue,High,Resolved,2013-06-20,Phone
767,IZ-2013-5220,SG-100803,2014-01-09,Return request,High,Resolved,2014-01-26,Email
768,US-2013-160332,PK-190753,2013-04-02,Return request,Medium,In Progress,,Email
769,CG-2011-9940,AZ-7501,2011-12-14,Damaged product,Medium,Resolved,2011-12-28,Web
770,IN-2012-59125,RB-197051,2012-10-02,Return request,Medium,Resolved,2012-10-08,Chat
771,MX-2013-168305,SJ-205003,2013-06-14,Delayed shipment,Medium,In Progress,,Email
772,MO-2014-4050,RD-94801,2014-06-15,Return request,Medium,In Progress,,Chat
773,IN-2014-57564,NR-185501,2014-11-05,Delayed shipment,Low,In Progress,,Email
774,IN-2014-76114,DB-136151,2014-08-09,Damaged product,Medium,In Progress,,Web
775,MX-2012-168690,SP-206203,2012-01-27,Return request,High,In Progress,,Web
776,CA-2014-156272,PW-190304,2014-03-23,Delayed shipment,Medium,Resolved,2014-03-31,Web
777,IT-2011-3459226,LW-169902,2011-09-30,Delayed shipment,Low,Closed,2011-10-05,Chat
778,MX-2014-158407,AM-103603,2014-10-06,Return request,High,Resolved,2014-10-14,Email
779,TU-2014-5440,SC-104402,2014-10-05,Return request,Low,In Progress,,Chat
780,ES-2013-4827951,PF-191652,2013-09-06,Billing issue,Low,Open,,Email
781,GG-2011-3530,JF-54902,2011-03-18,Billing issue,Low,Resolved,2011-03-20,Web
782,SF-2014-5740,JH-61801,2014-11-17,Wrong item,Low,Resolved,2014-12-02,Web
783,ES-2013-1594400,RD-196602,2013-04-16,Delayed shipment,High,Closed,2013-04-28,Web
784,TU-2014-6860,MS-78302,2014-09-04,Damaged product,Medium,Resolved,2014-09-21,Email
785,US-2012-110191,BT-114403,2012-06-15,Delayed shipment,Low,Resolved,2012-06-16,Chat
786,IN-2011-14332,AW-108401,2011-11-22,Customer complaint,High,In Progress,,Email
787,ES-2014-2799179,PW-190302,2015-01-05,Billing issue,High,Resolved,2015-01-20,Email
788,CA-2013-114209,AS-102854,2013-06-01,Damaged product,High,In Progress,,Web
789,US-2014-108343,AR-108254,2014-07-29,Wrong item,Low,Closed,2014-08-12,Phone
790,ES-2011-4261696,MM-182802,2011-08-05,Customer complaint,Medium,Resolved,2011-08-21,Web
791,CA-2013-125661,CA-120554,2013-12-09,Delayed shipment,Critical,In Progress,,Email
792,US-2013-157490,LB-167954,2013-10-18,Billing issue,High,In Progress,,Email
793,ES-2013-1677301,JB-160002,2013-08-06,Wrong item,Low,In Progress,,Web
794,MX-2014-114391,EB-139753,2014-03-26,Billing issue,Low,Resolved,2014-04-04,Phone
795,CA-2013-102134,SP-205454,2013-03-18,Delayed shipment,Medium,In Progress,,Email
796,MX-2014-164728,DK-132253,2014-05-02,Return request,High,Resolved,2014-05-03,Web
797,AU-2013-3370,JM-55802,2013-04-10,Customer complaint,Medium,In Progress,,Phone
798,IZ-2013-4050,DK-28352,2013-09-28,Billing issue,Medium,Resolved,2013-10-15,Phone
799,EN-2014-7370,TM-114902,2014-09-27,Billing issue,Low,Closed,2014-10-10,Phone
800,CA-2013-151512,SH-199754,2014-01-07,Customer complaint,Medium,Resolved,2014-01-12,Web
801,US-2014-119438,CD-119804,2014-03-24,Return request,High,Resolved,2014-04-03,Web
802,MX-2011-159772,EH-140053,2011-05-12,Delayed shipment,Medium,In Progress,,Web
803,US-2013-137386,SW-203503,2013-10-24,Billing issue,High,Open,,Email
804,MX-2013-107405,SW-207553,2013-07-02,Billing issue,Critical,Resolved,2013-07-08,Web
805,US-2014-127579,DO-136453,2014-05-21,Damaged product,Low,Resolved,2014-06-09,Web
806,MX-2014-167402,RD-196603,2014-02-13,Return request,Medium,Resolved,2014-02-26,Web
807,IN-2012-59433,MZ-173351,2012-03-17,Customer complaint,Low,Open,,Email
808,SA-2013-8010,SB-102901,2013-12-16,Customer complaint,High,In Progress,,Chat
809,US-2011-127978,JS-155954,2011-03-14,Wrong item,Medium,Open,,Web
810,ID-2013-12540,KW-165701,2013-06-09,Delayed shipment,Medium,Closed,2013-06-10,Email
811,US-2011-156888,SF-202003,2011-06-26,Customer complaint,High,In Progress,,Phone
812,ID-2012-72453,CS-118451,2012-09-28,Return request,Medium,Resolved,2012-10-13,Chat
813,US-2013-114293,JH-161804,2013-12-03,Delayed shipment,High,Open,,Email
814,CA-2012-130554,FM-142904,2012-04-15,Customer complaint,Medium,Resolved,2012-04-29,Chat
815,IN-2013-37754,DM-135251,2013-11-13,Return request,Low,In Progress,,Web
816,CA-2014-163902,MY-173804,2014-03-04,Wrong item,Medium,Closed,2014-03-12,Phone
817,MX-2011-139311,TM-210103,2011-12-20,Billing issue,High,Closed,2011-12-30,Email
818,IN-2014-61211,GW-146051,2014-08-25,Damaged product,Low,In Progress,,Email
819,IZ-2013-8780,CB-24152,2013-08-08,Delayed shipment,High,Closed,2013-08-17,Chat
820,ID-2012-14073,LH-171551,2012-05-28,Damaged product,High,Closed,2012-06-14,Email
821,CA-2011-126907,SM-209504,2011-11-09,Return request,Low,Closed,2011-11-18,Web
822,US-2013-156097,EH-141254,2013-09-23,Delayed shipment,Critical,Closed,2013-09-26,Email
823,MX-2011-162936,SA-208303,2011-01-31,Damaged product,Low,In Progress,,Email
824,ES-2014-1009423,HJ-148752,2014-08-25,Damaged product,Low,Resolved,2014-09-05,Email
825,US-2013-119760,JC-153853,2013-01-25,Wrong item,Low,Open,,Phone
826,IT-2011-4381191,GD-145902,2011-03-25,Customer complaint,High,Open,,Chat
827,ID-2014-37635,AH-101951,2014-06-09,Damaged product,Medium,Closed,2014-06-21,Email
828,CA-2012-163440,RD-199004,2012-04-01,Damaged product,Low,In Progress,,Email
829,TU-2014-2850,SS-104103,2014-09-05,Return request,Medium,Resolved,2014-09-15,Email
830,ES-2013-4708384,JL-152352,2013-12-21,Wrong item,Medium,Closed,2014-01-07,Phone
831,CA-2013-113236,CP-120854,2013-06-05,Delayed shipment,Low,Closed,2013-06-22,Phone
832,IN-2014-39693,CM-122351,2014-11-30,Wrong item,High,Closed,2014-12-11,Chat
833,UP-2013-9380,EB-39302,2013-12-20,Delayed shipment,High,In Progress,,Phone
834,AG-2014-5620,LD-68551,2014-08-28,Delayed shipment,Medium,Open,,Phone
835,MX-2014-150868,DD-135703,2014-10-25,Wrong item,Critical,Resolved,2014-10-29,Email
836,ES-2012-1758527,YC-218952,2012-12-14,Damaged product,Medium,Open,,Chat
837,ID-2011-56535,RO-197801,2011-12-07,Customer complaint,Critical,Open,,Email
838,ID-2014-86180,KM-162251,2014-01-20,Damaged product,Medium,Resolved,2014-01-27,Email
839,CA-2012-121699,BD-113204,2012-08-14,Billing issue,Medium,Resolved,2012-08-28,Web
840,MX-2013-154228,CS-122503,2013-01-12,Billing issue,Low,Resolved,2013-01-19,Phone
841,CA-2014-133718,TB-215204,2014-08-06,Delayed shipment,High,In Progress,,Phone
842,CA-2014-154088,LB-167354,2014-11-19,Billing issue,Medium,Resolved,2014-11-27,Phone
843,US-2011-111374,SH-206353,2011-04-25,Delayed shipment,Low,In Progress,,Web
844,ES-2014-1378862,DM-130152,2014-11-24,Customer complaint,Low,Open,,Email
845,US-2012-147739,JD-161504,2013-01-01,Delayed shipment,Medium,Resolved,2013-01-02,Web
846,IN-2012-32805,AF-108851,2012-12-26,Damaged product,Medium,Resolved,2012-12-30,Phone
847,AG-2012-2430,CC-24301,2012-09-09,Delayed shipment,Medium,Resolved,2012-09-21,Phone
848,ES-2012-1558843,EG-139002,2012-01-13,Customer complaint,High,Open,,Phone
849,ES-2012-2229637,CD-119202,2012-06-07,Wrong item,Low,Closed,2012-06-10,Email
850,IN-2012-63080,SV-203651,2012-02-08,Billing issue,Medium,Resolved,2012-02-21,Web
851,ES-2012-1307059,JH-161802,2012-11-08,Delayed shipment,Low,Resolved,2012-11-14,Phone
852,RO-2012-5910,LB-67952,2012-09-18,Return request,High,Resolved,2012-09-29,Email
853,ID-2012-46315,SW-207551,2012-11-15,Delayed shipment,High,Closed,2012-11-19,Phone
854,HU-2014-6300,BN-15152,2014-02-12,Return request,Medium,Resolved,2014-02-28,Chat
855,IT-2013-2598339,BG-116952,2013-12-14,Delayed shipment,Medium,Resolved,2013-12-21,Phone
856,ES-2012-3303731,KN-164502,2012-08-12,Delayed shipment,Low,Closed,2012-08-23,Chat
857,CA-2011-138177,ND-184604,2011-09-28,Delayed shipment,Medium,Resolved,2011-09-29,Email
858,MX-2013-130883,SB-201853,2013-08-01,Wrong item,High,Resolved,2013-08-08,Email
859,SF-2012-6000,AS-451,2012-11-26,Billing issue,Medium,Resolved,2012-12-08,Email
860,CA-2012-130792,RA-199154,2012-05-06,Delayed shipment,Medium,Resolved,2012-05-13,Phone
861,ID-2014-71683,NH-186101,2014-12-24,Return request,Medium,In Progress,,Email
862,SU-2013-3710,JR-57001,2013-09-06,Wrong item,High,Resolved,2013-09-13,Email
863,MX-2014-134887,TB-213553,2014-07-07,Wrong item,Low,Closed,2014-07-17,Chat
864,SF-2014-5020,FP-43201,2014-11-30,Damaged product,Low,Closed,2014-12-16,Web
865,MX-2014-135566,TB-215953,2014-06-14,Damaged product,Medium,In Progress,,Web
866,CA-2013-125094,NP-187004,2013-11-17,Billing issue,High,Resolved,2013-11-25,Email
867,MX-2012-148362,GR-145603,2012-10-13,Delayed shipment,Low,In Progress,,Email
868,CA-2012-130204,DB-131204,2012-09-15,Delayed shipment,Low,Closed,2012-09-24,Email
869,CA-2013-114727,LS-169454,2013-07-27,Return request,Low,Closed,2013-08-05,Web
870,IT-2011-1258830,SC-207252,2011-12-07,Customer complaint,Low,Resolved,2011-12-09,Chat
871,TU-2012-780,TH-112352,2012-09-16,Damaged product,Medium,Closed,2012-09-29,Phone
872,KE-2013-1160,JM-55801,2013-08-26,Delayed shipment,Medium,Resolved,2013-09-08,Email
873,MX-2011-140032,HE-148003,2011-07-24,Billing issue,Medium,Resolved,2011-07-28,Phone
874,IT-2014-5825471,JF-154152,2014-05-03,Damaged product,Medium,Open,,Email
875,IZ-2013-9940,BH-17102,2013-08-31,Delayed shipment,Medium,Resolved,2013-09-12,Email
876,CA-2013-128818,CJ-120104,2013-05-12,Delayed shipment,High,Resolved,2013-05-29,Phone
877,CA-2014-4440,MK-81602,2014-08-23,Return request,Medium,Resolved,2014-08-25,Web
878,IR-2013-5880,HJ-48752,2013-05-21,Billing issue,Critical,Resolved,2013-06-03,Email
879,IT-2014-4834701,RH-196002,2014-11-23,Delayed shipment,Medium,Closed,2014-12-11,Email
880,TU-2014-7290,NB-86552,2014-06-01,Delayed shipment,Low,In Progress,,Chat
881,US-2014-119816,TT-214604,2014-03-07,Delayed shipment,Medium,Resolved,2014-03-22,Email
882,MX-2014-152807,AH-102103,2014-11-15,Billing issue,Low,Resolved,2014-11-23,Email
883,MO-2014-5620,BN-15151,2014-10-02,Delayed shipment,Medium,Resolved,2014-10-17,Email
884,SF-2012-6660,DH-30751,2012-03-05,Delayed shipment,Low,Resolved,2012-03-06,Email
885,IT-2014-5918661,DL-134952,2014-12-20,Return request,Low,In Progress,,Email
886,US-2014-125717,DS-130304,2014-09-30,Delayed shipment,High,In Progress,,Web
887,IN-2014-36431,DR-128801,2014-04-15,Billing issue,Low,Resolved,2014-04-25,Email
888,ES-2011-3128239,MM-182802,2011-09-27,Delayed shipment,High,Resolved,2011-10-09,Phone
889,MO-2014-2060,VB-117451,2015-01-06,Delayed shipment,Low,In Progress,,Web
890,CA-2013-149762,RD-197204,2013-12-08,Delayed shipment,Medium,Resolved,2013-12-13,Phone
891,US-2014-148110,BM-117853,2014-11-01,Return request,Medium,Resolved,2014-11-10,Chat
892,MX-2011-138002,MD-173503,2011-11-16,Return request,Medium,Resolved,2011-11-24,Chat
893,IN-2012-68911,AP-109151,2012-09-05,Return request,Low,Closed,2012-09-21,Email
894,UZ-2014-2920,LW-69902,2014-12-20,Damaged product,Low,In Progress,,Web
895,MX-2012-112291,SZ-200353,2012-12-31,Billing issue,Low,Open,,Phone
