OrderID,CustomerID,LocationID,OrderDate,ShipDate,ShipMode,OrderPriority
IN-2011-82547,RB-193601,669,2011-08-10,2011-08-16,Standard Class,Low
CG-2011-1280,ME-77251,750,2011-09-22,2011-09-29,Standard Class,Low
ES-2011-3805636,GT-147102,438,2011-10-17,2011-10-24,Standard Class,Low
ES-2012-2458009,AJ-109452,833,2012-03-09,2012-03-16,Standard Class,Low
IN-2012-21892,SB-202901,960,2012-03-22,2012-03-28,Standard Class,Low
IN-2012-66685,Co-126401,2417,2012-08-22,2012-08-29,Standard Class,Low
MX-2012-155733,AS-102253,412,2012-09-03,2012-09-10,Standard Class,Low
SF-2012-1130,BO-14251,1181,2012-09-21,2012-09-27,Standard Class,Low
IN-2012-31846,BG-117401,2834,2012-09-22,2012-09-28,Standard Class,Low
MX-2012-111759,RS-194203,382,2012-10-03,2012-10-09,Standard Class,Low
ES-2012-5195118,SN-205602,962,2012-10-10,2012-10-17,Standard Class,Low
SF-2012-3660,MO-75001,662,2012-12-26,2013-01-02,Standard Class,Low
IN-2013-51040,KE-164201,1508,2013-02-04,2013-02-10,Standard Class,Low
IN-2013-58999,FP-143201,2268,2013-02-22,2013-02-28,Standard Class,Low
IR-2013-6970,LL-68402,847,2013-07-14,2013-07-20,Standard Class,Low
ES-2013-2384554,FO-143052,842,2013-09-15,2013-09-21,Standard Class,Low
ES-2013-1149984,AH-105852,1930,2013-10-08,2013-10-15,Standard Class,Low
ID-2013-18966,CK-122051,2835,2013-11-05,2013-11-11,Standard Class,Low
IN-2013-14248,MO-175001,1812,2013-11-21,2013-11-27,Standard Class,Low
UP-2013-9380,EB-39302,730,2013-12-11,2013-12-18,Standard Class,Low
IN-2014-13807,MG-176801,531,2014-01-08,2014-01-14,Standard Class,Low
RO-2014-140,ME-73202,1800,2014-04-02,2014-04-09,Standard Class,Low
MX-2014-105403,RH-196003,408,2014-05-12,2014-05-19,Standard Class,Low
ES-2014-2178876,BV-112452,389,2014-06-09,2014-06-15,Standard Class,Low
MX-2014-112802,SG-204703,388,2014-06-25,2014-07-01,Standard Class,Low
IN-2014-44138,SB-202901,455,2014-06-30,2014-07-07,Standard Class,Low
IT-2014-1534186,VG-217902,796,2014-08-02,2014-08-08,Standard Class,Low
IR-2014-9420,PF-91652,727,2014-08-18,2014-08-25,Standard Class,Low
MX-2014-148726,JW-159553,382,2014-08-21,2014-08-27,Standard Class,Low
IN-2014-23124,AJ-107801,2794,2014-08-29,2014-09-04,Standard Class,Low
MX-2014-150000,NC-186253,466,2014-09-15,2014-09-21,Standard Class,Low
MX-2014-123204,BD-113203,414,2014-10-16,2014-10-22,Standard Class,Low
EG-2011-4260,SJ-101251,478,2011-01-10,2011-01-12,Second Class,High
AU-2011-0,AG-6752,713,2011-09-02,2011-09-02,Same Day,Critical
UP-2011-8610,DW-34803,650,2011-11-09,2011-11-11,First Class,Critical
ID-2012-28402,AJ-107801,680,2012-04-19,2012-04-22,First Class,High
IN-2012-86698,NC-186251,1543,2012-05-07,2012-05-07,Same Day,High
IZ-2012-1990,MS-77102,538,2012-06-18,2012-06-21,First Class,High
CG-2013-4000,MB-73051,599,2013-02-18,2013-02-23,Second Class,Medium
IR-2013-4550,RW-96902,1025,2013-04-03,2013-04-07,Second Class,Medium
SF-2013-8920,JB-54001,434,2013-04-29,2013-04-30,First Class,Critical
ES-2013-5002794,SC-200952,2403,2013-05-06,2013-05-11,Second Class,High
RS-2013-1210,LC-68702,587,2013-06-19,2013-06-23,Second Class,High
ES-2013-4118663,TT-210702,800,2013-08-27,2013-08-31,Second Class,Medium
CA-2013-170,CC-22202,665,2013-09-02,2013-09-04,First Class,Critical
SA-2013-8190,PN-87752,2334,2013-10-12,2013-10-15,Second Class,High
IN-2013-60700,MC-178451,2111,2013-11-28,2013-11-30,Second Class,High
ES-2014-1282315,BW-111102,849,2014-06-04,2014-06-07,First Class,High
MO-2014-780,RB-93301,547,2014-08-04,2014-08-09,Second Class,Medium
MX-2014-117051,TB-212503,520,2014-10-12,2014-10-15,First Class,High
IN-2014-11231,CS-118451,2390,2014-12-16,2014-12-19,First Class,Critical
ES-2011-1858721,SC-208452,387,2011-06-11,2011-06-14,First Class,High
IT-2011-4752666,RB-193302,2836,2011-06-18,2011-06-20,Second Class,High
IN-2011-68729,SG-206051,1151,2011-06-22,2011-06-24,Second Class,High
IN-2012-12589,TG-216401,490,2012-01-26,2012-01-26,Same Day,High
IN-2012-79439,EM-138101,2837,2012-02-04,2012-02-08,Second Class,Medium
IN-2012-42052,CS-124901,2052,2012-03-27,2012-03-27,Same Day,High
ES-2012-1951025,MG-182052,438,2012-04-20,2012-04-23,First Class,Critical
IR-2012-2200,KM-67201,718,2012-04-25,2012-04-25,Same Day,High
IN-2012-10125,AB-106001,939,2012-05-08,2012-05-11,Second Class,Medium
MX-2012-164693,LC-169303,1065,2012-05-28,2012-05-29,First Class,Critical
MX-2012-130708,ND-184603,388,2012-06-08,2012-06-11,First Class,Medium
ES-2012-5426608,CA-119652,1357,2012-09-04,2012-09-06,Second Class,Medium
BO-2012-5160,CS-21752,728,2012-09-06,2012-09-08,First Class,High
MX-2012-159821,LB-167353,690,2012-09-09,2012-09-10,First Class,Medium
MX-2012-102848,CR-128203,395,2012-09-26,2012-09-28,First Class,Medium
MX-2012-116470,SW-202453,466,2012-10-02,2012-10-05,First Class,Medium
MX-2012-148614,EB-137053,1617,2012-10-13,2012-10-13,Same Day,Critical
MX-2012-166758,BF-110203,575,2012-10-22,2012-10-24,First Class,Medium
ES-2012-3519634,CH-120702,584,2012-10-22,2012-10-26,Second Class,Medium
MX-2012-130918,AT-107353,1120,2012-11-08,2012-11-10,Second Class,Medium
IN-2012-36396,RD-199001,1497,2012-11-24,2012-11-26,Second Class,High
AG-2012-2200,TS-115051,770,2012-11-29,2012-12-02,First Class,Medium
IN-2012-54729,PV-189851,1491,2012-12-20,2012-12-23,First Class,High
ES-2012-1242181,BF-110202,889,2012-12-25,2012-12-27,First Class,High
RO-2012-7230,DJ-36302,2599,2012-12-26,2012-12-28,Second Class,Medium
MX-2013-110779,WB-218503,388,2013-01-18,2013-01-20,First Class,High
MX-2013-161781,DK-131503,1186,2013-03-08,2013-03-10,First Class,Medium
MX-2013-165064,TT-212203,395,2013-03-29,2013-04-01,Second Class,High
MX-2013-113824,AB-100603,1127,2013-04-26,2013-04-28,First Class,High
IN-2013-59755,PG-188201,939,2013-04-26,2013-04-29,Second Class,Medium
MX-2013-145723,ON-187153,382,2013-07-03,2013-07-06,First Class,Critical
MX-2013-137183,DW-131953,414,2013-07-24,2013-07-25,First Class,Critical
IN-2013-60224,LA-167801,894,2013-08-07,2013-08-10,First Class,High
MX-2013-157735,KD-166153,1186,2013-08-22,2013-08-24,First Class,Critical
PL-2013-7190,BN-14702,710,2013-09-14,2013-09-16,Second Class,Critical
MX-2013-166800,SC-200953,382,2013-09-20,2013-09-22,Second Class,Critical
ES-2013-4015722,CR-125802,2273,2013-10-10,2013-10-13,Second Class,Medium
IN-2013-21003,SS-201401,2076,2013-10-17,2013-10-19,Second Class,Medium
IN-2013-34968,CR-126251,1076,2013-10-27,2013-10-29,Second Class,High
IN-2013-48765,BK-112601,2838,2013-10-28,2013-10-31,First Class,Medium
CA-2013-8360,ES-40202,1805,2013-11-01,2013-11-03,First Class,High
ES-2013-2903666,NF-183852,1611,2013-11-27,2013-11-29,First Class,High
IN-2013-37628,AR-105701,531,2013-11-28,2013-12-01,Second Class,High
ES-2013-5195590,LR-170352,1388,2013-12-03,2013-12-04,First Class,Medium
IN-2013-56227,HG-149651,2017,2013-12-12,2013-12-16,Second Class,Medium
IN-2014-86684,CG-120401,660,2014-01-28,2014-01-30,Second Class,Critical
IR-2014-7440,CH-20702,1937,2014-02-13,2014-02-14,First Class,High
ES-2014-1015287,BN-114702,2163,2014-04-16,2014-04-16,Same Day,Critical
MX-2014-100006,JS-159403,498,2014-05-07,2014-05-08,First Class,High
MX-2014-116337,MG-182053,2839,2014-05-16,2014-05-16,Same Day,High
IN-2014-54708,LA-167801,1153,2014-05-24,2014-05-29,Second Class,Medium
IN-2014-73594,FM-142151,1946,2014-05-27,2014-05-31,Second Class,Medium
MX-2014-157518,LB-167353,1127,2014-05-31,2014-06-02,First Class,Medium
MX-2014-108532,CM-121603,388,2014-06-03,2014-06-05,First Class,High
ES-2014-2120735,TM-210102,674,2014-06-04,2014-06-04,Same Day,Medium
IZ-2014-2150,EH-41852,1071,2014-06-18,2014-06-21,First Class,High
MX-2014-136812,AS-100903,425,2014-06-23,2014-06-23,Same Day,Critical
ES-2014-1393638,DH-136752,618,2014-06-27,2014-06-28,First Class,Medium
IN-2014-47449,CD-122801,960,2014-07-12,2014-07-13,First Class,Medium
ES-2014-5295631,AH-100302,387,2014-07-18,2014-07-18,Same Day,Critical
IN-2014-62156,GM-144551,1492,2014-09-26,2014-09-30,Second Class,Medium
MX-2014-111927,CL-127003,398,2014-10-07,2014-10-09,First Class,High
IN-2014-70493,TZ-214451,1624,2014-10-23,2014-10-26,Second Class,Critical
UP-2014-5040,HK-48903,730,2014-11-05,2014-11-07,Second Class,High
IT-2014-4540740,DK-130902,543,2014-12-07,2014-12-08,First Class,High
MX-2014-142510,SP-205453,459,2014-12-09,2014-12-11,Second Class,High
MX-2014-154305,PO-188503,462,2014-12-19,2014-12-21,Second Class,High
IN-2011-54302,NP-183251,531,2011-03-07,2011-03-10,Second Class,Medium
CG-2011-2090,RB-97051,1965,2011-05-07,2011-05-09,First Class,Medium
MX-2011-161669,DW-135853,2840,2011-08-16,2011-08-19,First Class,Medium
RS-2011-5130,MM-80552,707,2011-09-10,2011-09-10,Same Day,Critical
MX-2011-141467,JE-156103,380,2011-10-06,2011-10-08,Second Class,Medium
ES-2011-5032747,LS-172302,2841,2011-11-22,2011-11-23,Same Day,Critical
SF-2011-7990,BF-9751,662,2011-12-06,2011-12-08,Second Class,High
MX-2011-145779,GB-145753,1132,2011-12-14,2011-12-14,Same Day,Critical
UP-2012-9830,GH-44102,1073,2012-08-13,2012-08-18,Second Class,Medium
MX-2012-129028,LT-167653,412,2012-09-15,2012-09-17,Second Class,High
IR-2012-3950,RD-94803,651,2012-09-25,2012-09-28,Second Class,Medium
CG-2012-6760,MG-81451,756,2012-10-12,2012-10-16,Second Class,Medium
IN-2012-48366,DP-131651,558,2012-10-28,2012-10-30,Second Class,Medium
CG-2012-2700,DH-36751,599,2012-12-22,2012-12-24,Second Class,High
RW-2013-8370,TB-112501,1169,2013-02-07,2013-02-12,Second Class,Medium
MD-2013-5670,RB-97952,1267,2013-03-12,2013-03-14,Second Class,High
SG-2013-6630,SF-109651,746,2013-03-23,2013-03-26,Second Class,High
AG-2013-2840,CS-18601,1738,2013-05-21,2013-05-24,First Class,High
IR-2013-6180,AJ-7803,2414,2013-08-23,2013-08-23,Same Day,Medium
IR-2013-7220,DK-31502,1064,2013-09-02,2013-09-05,Second Class,Critical
AG-2013-8990,RB-96451,2374,2013-09-12,2013-09-14,First Class,Critical
IN-2013-65068,BF-110051,1578,2013-10-01,2013-10-03,First Class,Critical
MX-2013-113460,MP-174703,968,2013-10-02,2013-10-05,First Class,High
SF-2013-2340,CV-28051,656,2013-11-09,2013-11-11,First Class,Medium
IN-2013-15340,TC-215351,558,2013-11-17,2013-11-18,First Class,High
AG-2013-6630,LW-71251,2698,2013-12-10,2013-12-12,First Class,High
IZ-2014-7340,PA-90602,538,2014-03-17,2014-03-18,First Class,High
MZ-2014-8280,KE-64201,1020,2014-04-24,2014-04-26,Second Class,High
IN-2014-83723,EH-141251,1310,2014-08-01,2014-08-02,First Class,Medium
IN-2014-65334,MM-182801,899,2014-08-06,2014-08-07,First Class,Medium
UP-2014-7150,CM-26552,1407,2014-08-06,2014-08-07,First Class,High
RO-2014-8430,CS-23552,2842,2014-08-17,2014-08-19,First Class,Medium
PL-2014-4090,GA-45152,1954,2014-08-26,2014-08-28,First Class,Medium
RS-2014-7460,HA-49202,2669,2014-10-02,2014-10-05,First Class,High
IV-2014-5230,SV-107851,1406,2014-12-10,2014-12-13,Second Class,Critical
IN-2014-11896,KH-163301,676,2014-12-15,2014-12-19,Second Class,High
PL-2014-6550,NR-85502,1323,2014-12-17,2014-12-20,Second Class,Medium
ES-2011-3158300,DM-130152,2395,2011-03-21,2011-03-23,Second Class,Critical
MX-2011-132479,JD-158953,418,2011-03-30,2011-04-02,First Class,Critical
RS-2011-2260,NG-84303,587,2011-03-31,2011-03-31,Same Day,Critical
MX-2011-141894,DH-130753,388,2011-04-15,2011-04-18,First Class,High
AG-2011-7710,BM-17851,1392,2011-05-24,2011-05-27,First Class,Critical
SA-2011-6240,CP-20853,657,2011-06-27,2011-06-29,First Class,High
IN-2011-40323,SC-206801,1730,2011-11-10,2011-11-13,First Class,High
IN-2011-15984,SS-204101,1247,2011-11-16,2011-11-16,Same Day,Critical
MO-2011-8130,LW-72151,547,2011-12-02,2011-12-03,First Class,High
ES-2011-4401446,DJ-134202,2433,2011-12-26,2011-12-28,First Class,High
MZ-2012-3310,CM-23851,2183,2012-01-14,2012-01-16,Second Class,Critical
ML-2012-4410,KH-66301,753,2012-06-07,2012-06-09,Second Class,High
ES-2012-5454545,MS-177702,1876,2012-06-20,2012-06-25,Second Class,Medium
MX-2012-137148,AW-108403,416,2012-06-21,2012-06-21,Same Day,Critical
IN-2012-13345,BN-114701,942,2012-06-28,2012-06-28,Same Day,High
IN-2012-85480,CS-124901,2245,2012-07-30,2012-08-01,First Class,High
IN-2012-55541,EH-137651,1584,2012-12-04,2012-12-07,First Class,High
IN-2012-83471,VT-217001,1607,2012-12-26,2012-12-27,First Class,Critical
IN-2013-77570,BO-114251,595,2013-01-01,2013-01-03,First Class,High
MX-2013-125290,AG-103303,1572,2013-07-01,2013-07-06,Second Class,Medium
MX-2013-151617,DL-134953,388,2013-07-12,2013-07-12,Same Day,High
IN-2013-74567,EB-137501,542,2013-08-22,2013-08-25,First Class,Critical
UP-2013-1170,GA-47251,2396,2013-09-03,2013-09-03,Same Day,High
MX-2013-100601,KD-162703,388,2013-09-19,2013-09-22,First Class,Critical
MX-2013-109218,KA-165253,412,2013-10-10,2013-10-12,First Class,Critical
MX-2013-119788,GG-146503,395,2013-11-11,2013-11-13,First Class,High
BU-2014-2740,GD-45902,1973,2014-01-13,2014-01-13,Same Day,Medium
MX-2014-165435,KD-164953,967,2014-05-07,2014-05-11,Second Class,Medium
MX-2014-140872,AP-107203,863,2014-07-05,2014-07-09,Second Class,High
ES-2014-5374606,BM-116502,543,2014-07-30,2014-07-31,First Class,High
MX-2014-110345,OT-187303,690,2014-09-04,2014-09-06,Second Class,Critical
MX-2014-148418,BG-117403,385,2014-09-04,2014-09-07,First Class,High
ES-2014-4951531,JF-155652,633,2014-09-17,2014-09-21,Second Class,Medium
IN-2014-19239,PL-189251,496,2014-10-02,2014-10-04,First Class,Critical
IN-2014-14150,LD-170051,1492,2014-10-08,2014-10-10,First Class,High
CG-2014-1640,JM-58651,599,2014-10-22,2014-10-23,First Class,Critical
PL-2014-3820,RM-97502,719,2014-11-21,2014-11-24,First Class,Medium
IN-2011-85088,BM-117851,2245,2011-03-22,2011-03-25,First Class,Critical
AU-2011-5790,BS-15902,1789,2011-04-20,2011-04-24,Second Class,Medium
CA-2011-6800,LS-72452,626,2011-05-20,2011-05-22,First Class,High
IN-2011-51215,NF-184751,1022,2011-11-05,2011-11-09,Second Class,Medium
SA-2011-1710,LD-68552,1961,2011-12-17,2011-12-22,Second Class,Medium
IN-2011-51964,AB-101051,2843,2011-12-28,2011-12-29,First Class,Critical
IN-2011-29592,TB-211751,960,2011-12-28,2011-12-31,Second Class,Medium
CA-2012-2920,CS-21302,853,2012-03-20,2012-03-25,Second Class,Medium
IN-2012-78865,JL-158351,871,2012-06-07,2012-06-08,First Class,High
TO-2012-9490,EB-38701,801,2012-08-06,2012-08-08,Second Class,High
CG-2012-1060,EN-37801,750,2012-10-18,2012-10-20,First Class,High
MO-2012-5550,AG-2701,752,2012-12-26,2012-12-29,First Class,Medium
SA-2013-7950,MZ-73352,657,2013-05-01,2013-05-03,First Class,High
CA-2013-8420,AJ-7802,1717,2013-06-06,2013-06-06,Same Day,High
AG-2013-6810,NF-85951,770,2013-07-10,2013-07-12,Second Class,High
MX-2013-140746,NM-184453,2210,2013-07-25,2013-07-27,First Class,High
RS-2013-7250,MM-72603,733,2013-08-20,2013-08-22,Second Class,Critical
IN-2013-55996,MJ-177401,2193,2013-10-24,2013-10-26,Second Class,Critical
MX-2013-129742,BT-115303,1120,2013-12-11,2013-12-14,Second Class,Medium
ES-2013-1948810,DK-131502,465,2013-12-25,2013-12-27,First Class,Critical
MX-2014-141740,CT-119953,462,2014-01-18,2014-01-19,First Class,Medium
PL-2014-8730,CC-26101,2844,2014-01-21,2014-01-23,First Class,Medium
IZ-2014-5670,BP-11553,538,2014-01-24,2014-01-27,First Class,Medium
IN-2014-43872,SR-207401,569,2014-01-29,2014-02-01,Second Class,High
GH-2014-200,SA-108301,837,2014-06-06,2014-06-08,Second Class,Medium
MO-2014-4050,RD-94801,760,2014-06-09,2014-06-12,First Class,High
CA-2014-7280,TH-111152,2845,2014-06-18,2014-06-20,First Class,Critical
SF-2014-6000,MM-72601,662,2014-08-22,2014-08-22,Same Day,Medium
MO-2014-9830,BF-12151,1493,2014-09-05,2014-09-07,Second Class,High
SO-2014-4990,SM-100051,1163,2014-09-18,2014-09-20,First Class,High
CG-2014-3890,LH-70201,599,2014-11-03,2014-11-05,First Class,High
IS-2014-30,SC-103052,2153,2014-11-25,2014-11-27,Second Class,Critical
RS-2014-1460,PB-91051,440,2014-12-31,2015-01-02,Second Class,High
IR-2011-7290,RA-92853,808,2011-03-28,2011-03-29,Same Day,High
IN-2011-86103,JM-155801,669,2011-05-14,2011-05-18,Second Class,Medium
SF-2011-3910,CC-21451,656,2011-06-17,2011-06-17,Same Day,Critical
PL-2011-4630,AB-1653,2604,2011-09-19,2011-09-24,Second Class,High
IN-2011-63073,AJ-109451,496,2011-10-04,2011-10-05,First Class,High
RO-2011-7070,JG-53101,2846,2011-10-18,2011-10-20,First Class,High
IR-2011-3500,MF-76652,1450,2011-11-02,2011-11-02,Same Day,Critical
IN-2011-38895,AH-105851,680,2011-12-01,2011-12-04,First Class,Critical
IN-2012-76121,JF-153551,2718,2012-06-11,2012-06-11,Same Day,High
IN-2012-69695,DK-132251,1608,2012-07-14,2012-07-16,First Class,Critical
MO-2012-1820,CY-27451,547,2012-11-28,2012-11-30,Second Class,Critical
IN-2012-84451,TT-212651,1543,2012-11-29,2012-12-01,Second Class,Medium
ZA-2013-3050,JW-60751,1285,2013-04-10,2013-04-14,Second Class,High
ES-2013-1827845,PO-188502,1471,2013-06-03,2013-06-06,First Class,Critical
IN-2013-69331,BO-114251,1688,2013-06-12,2013-06-14,Second Class,High
MX-2013-128160,MC-181303,2063,2013-08-02,2013-08-04,Second Class,High
ES-2013-4058130,NP-186702,1576,2013-09-02,2013-09-04,First Class,Medium
IN-2013-26750,MC-176351,2847,2013-10-11,2013-10-14,Second Class,Critical
SF-2013-9730,RW-95401,656,2013-10-30,2013-11-04,Second Class,High
KE-2013-3950,SB-101851,1055,2013-12-10,2013-12-11,First Class,Medium
SF-2014-490,DP-31051,1291,2014-04-17,2014-04-20,First Class,Medium
IN-2014-42402,TM-210101,1935,2014-04-21,2014-04-21,Same Day,Medium
BU-2014-9020,LH-71553,1272,2014-04-28,2014-04-30,Second Class,High
ES-2014-1873734,FA-142302,512,2014-04-29,2014-04-29,Same Day,Critical
IN-2014-79278,PR-188801,1363,2014-05-01,2014-05-01,Same Day,Critical
HU-2014-1960,BM-15752,709,2014-06-17,2014-06-20,Second Class,High
PL-2014-2570,EA-40351,1568,2014-07-19,2014-07-21,Second Class,High
IN-2014-32168,TC-209801,455,2014-08-21,2014-08-21,Same Day,High
SG-2014-8030,JE-57151,746,2014-10-06,2014-10-09,Second Class,Medium
MX-2014-127061,CC-124753,1763,2014-12-15,2014-12-17,Second Class,Critical
CM-2014-680,VM-116851,493,2014-12-18,2014-12-20,First Class,High
RS-2011-3350,MM-82802,440,2011-02-14,2011-02-16,Second Class,Critical
MX-2011-131352,MK-181603,498,2011-02-25,2011-02-28,Second Class,Critical
CM-2011-1770,CL-25651,493,2011-06-20,2011-06-20,Same Day,Critical
KE-2011-2920,AR-5401,764,2011-08-11,2011-08-13,First Class,Medium
ES-2011-3215372,AC-104202,1436,2011-08-16,2011-08-17,First Class,Medium
ES-2011-5912381,BE-113352,1489,2011-09-22,2011-09-22,Same Day,High
IR-2011-8710,RR-93152,700,2011-10-07,2011-10-11,Second Class,High
IN-2011-46413,RM-193751,2631,2011-10-28,2011-10-28,Same Day,Critical
IN-2011-56346,NW-184001,2848,2011-11-22,2011-11-25,First Class,Critical
ES-2012-1513143,HM-149802,567,2012-01-16,2012-01-18,Second Class,High
MX-2012-122406,AG-102703,890,2012-02-13,2012-02-18,Second Class,High
MX-2012-134978,DM-129553,2613,2012-06-13,2012-06-15,First Class,High
IN-2012-64221,AO-108101,1050,2012-07-05,2012-07-07,First Class,Medium
IN-2012-41828,MP-181751,2626,2012-07-07,2012-07-09,First Class,Critical
IN-2012-45825,KB-163151,1106,2012-08-09,2012-08-11,First Class,Critical
ES-2012-5499117,DP-130002,1152,2012-12-03,2012-12-06,Second Class,Medium
MX-2013-124562,EH-139453,575,2013-03-13,2013-03-15,Second Class,High
MX-2013-107440,BD-117703,891,2013-04-01,2013-04-03,First Class,High
IN-2013-33302,SZ-200351,541,2013-05-17,2013-05-17,Same Day,High
IT-2013-1659438,GH-144102,512,2013-07-15,2013-07-15,Same Day,Critical
IN-2013-47393,MH-174551,473,2013-09-11,2013-09-14,First Class,High
IN-2013-74231,KT-164651,1396,2013-09-20,2013-09-22,First Class,High
MX-2013-130106,TT-212653,898,2013-10-05,2013-10-05,Same Day,High
MX-2013-107398,MP-181753,602,2013-10-09,2013-10-10,First Class,Critical
MX-2013-169593,JP-155203,2849,2013-10-14,2013-10-19,Second Class,Medium
MX-2013-137953,FW-143953,2782,2013-10-24,2013-10-26,Second Class,High
IN-2013-73608,MF-176651,2850,2013-11-04,2013-11-08,Second Class,High
ES-2013-5537153,JM-152652,465,2013-11-30,2013-12-03,Second Class,High
MX-2013-126662,TS-216553,2570,2013-12-10,2013-12-13,Second Class,Critical
IT-2014-2152908,RE-194502,2851,2014-01-23,2014-01-23,Same Day,High
IN-2014-16705,SS-205151,873,2014-01-31,2014-02-04,Second Class,High
MX-2014-127719,FW-143953,2667,2014-03-18,2014-03-21,First Class,Critical
IN-2014-75288,EG-139001,531,2014-05-08,2014-05-11,First Class,High
IN-2014-40400,RH-195101,1528,2014-05-09,2014-05-12,First Class,High
IN-2014-77689,SC-200501,2749,2014-06-28,2014-06-29,First Class,Critical
IN-2014-32266,EB-137051,911,2014-08-01,2014-08-05,Second Class,Medium
IN-2014-67189,AG-105251,576,2014-08-19,2014-08-22,First Class,Medium
ES-2014-4297997,KA-165252,574,2014-08-20,2014-08-20,Same Day,High
IN-2014-61218,DW-131951,1063,2014-08-20,2014-08-22,First Class,High
IN-2014-63213,SC-200201,883,2014-08-27,2014-08-29,First Class,High
IN-2014-22529,BE-114101,1665,2014-09-02,2014-09-02,Same Day,High
IN-2014-36186,JL-158351,641,2014-09-11,2014-09-11,Same Day,High
SF-2014-1580,DK-32251,656,2014-09-12,2014-09-13,First Class,High
IN-2014-10083,HJ-148751,1528,2014-09-24,2014-09-27,Second Class,Critical
MX-2014-109848,BB-109903,890,2014-09-29,2014-10-02,Second Class,Critical
ID-2014-48408,MC-175751,2852,2014-10-30,2014-11-01,Second Class,High
MX-2011-143812,TZ-215803,388,2011-02-16,2011-02-20,Second Class,Medium
MX-2011-103849,GZ-144703,395,2011-12-23,2011-12-27,Second Class,Medium
MX-2012-111171,AB-100153,395,2012-02-14,2012-02-19,Second Class,High
MX-2012-107909,BF-112153,386,2012-08-17,2012-08-19,Second Class,Medium
MX-2012-143343,DC-128503,1065,2012-11-26,2012-11-28,Second Class,Medium
MX-2013-107937,AH-100303,382,2013-05-17,2013-05-17,Same Day,Medium
MX-2013-139080,CB-125353,412,2013-06-04,2013-06-09,Second Class,Medium
MX-2013-130547,MC-175903,380,2013-06-07,2013-06-10,First Class,Medium
MX-2013-112683,MP-179653,395,2013-06-08,2013-06-08,Same Day,Medium
MX-2013-132906,MW-182203,386,2013-06-10,2013-06-12,Second Class,Medium
MX-2013-164630,BF-111703,395,2013-08-27,2013-08-30,First Class,Medium
MX-2013-139535,MS-173653,414,2013-10-24,2013-10-27,Second Class,Critical
MX-2013-129133,TC-212953,388,2013-10-29,2013-11-03,Second Class,Medium
MX-2014-148544,RB-196453,380,2014-03-08,2014-03-11,First Class,High
MX-2014-120873,DS-130303,1065,2014-05-13,2014-05-17,Second Class,Medium
MX-2014-136280,VG-217903,428,2014-06-30,2014-07-02,First Class,Critical
MX-2014-101924,JH-159103,425,2014-10-31,2014-11-03,Second Class,Medium
MX-2014-160493,PS-187603,424,2014-11-19,2014-11-24,Second Class,Medium
MX-2014-134516,PM-189403,388,2014-11-20,2014-11-22,First Class,High
MX-2014-120026,SC-206953,380,2014-12-22,2014-12-24,First Class,High
ES-2011-5496179,SH-203952,362,2011-01-06,2011-01-09,Second Class,High
ES-2011-1084683,FO-143052,410,2011-07-12,2011-07-14,Second Class,Medium
ES-2011-2041772,CC-126102,392,2011-07-29,2011-07-31,Second Class,Critical
ES-2011-4405425,AR-104052,387,2011-08-07,2011-08-10,First Class,Critical
ES-2011-3156142,VG-218052,2249,2011-09-24,2011-09-27,First Class,Medium
ES-2011-3109529,JS-156852,1013,2011-11-14,2011-11-16,Second Class,Medium
ES-2012-3640830,GZ-145452,1141,2012-01-18,2012-01-18,Same Day,High
ES-2012-5924445,NZ-185652,2853,2012-08-24,2012-08-26,Second Class,High
ES-2012-5149849,TC-209802,1367,2012-11-10,2012-11-13,First Class,Medium
ES-2012-1349761,TS-213702,362,2012-12-12,2012-12-13,First Class,High
ES-2012-4424003,SJ-202152,1251,2012-12-21,2012-12-21,Same Day,High
ES-2013-4975514,TS-213702,387,2013-01-18,2013-01-21,First Class,Medium
ES-2013-1706935,BS-116652,2032,2013-04-05,2013-04-08,First Class,Medium
ES-2013-1251401,VF-217152,2039,2013-04-06,2013-04-06,Same Day,High
ES-2013-2385611,BT-114402,400,2013-05-09,2013-05-11,Second Class,High
ES-2013-5114628,CM-118302,2025,2013-05-14,2013-05-16,Second Class,High
ES-2013-3756924,BF-112752,356,2013-06-13,2013-06-14,First Class,High
ES-2013-1562914,VF-217152,1878,2013-08-04,2013-08-06,Second Class,Critical
ES-2013-4444438,SC-207702,2805,2013-10-04,2013-10-05,First Class,Critical
ES-2013-4301750,AS-106302,427,2013-11-22,2013-11-24,First Class,Critical
ES-2013-4132276,BT-114852,2854,2013-12-23,2013-12-25,Second Class,Medium
ES-2014-2426190,SH-203952,389,2014-01-14,2014-01-16,Second Class,Medium
IT-2014-4809782,AG-103302,683,2014-02-24,2014-03-01,Second Class,Medium
ES-2014-3432314,MH-180252,981,2014-03-14,2014-03-19,Second Class,High
ES-2014-2968300,GR-145602,2855,2014-04-18,2014-04-20,First Class,High
ES-2014-5230839,FH-142752,389,2014-07-07,2014-07-12,Second Class,Medium
ES-2014-4538840,MT-178152,1873,2014-09-29,2014-09-30,First Class,Medium
ES-2014-4418227,SE-201102,387,2014-10-07,2014-10-12,Second Class,High
ES-2014-3808861,RA-192852,2856,2014-11-15,2014-11-20,Second Class,Medium
IR-2011-9150,IM-50702,809,2011-01-20,2011-01-22,First Class,Medium
IN-2011-61050,FO-143051,490,2011-02-10,2011-02-13,First Class,Critical
